rider_id,arrival_week,arrival_time,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_area,dropoff_area,solo_length,min_WTP,max_WTP,tolerance,min_tol
3270,2,1946,41.95271911,-87.6605035,41.87925508,-87.642649,6,28,5.15822084,0.511181446,0.981047221,-1,0
3271,2,1948,41.87400538,-87.66351755,41.87886558,-87.62519214,28,32,2.000081126,0.35001939,0.386960491,-1,-1
3272,2,1949,41.97259777,-87.72378197,41.90741282,-87.64090152,14,8,6.199117745,0.35001939,0.708163991,-1,-1
3273,2,1949,41.9147473,-87.65400703,41.9049353,-87.64990723,7,8,0.709964303,0.499346956,0.981047221,-1,49
3274,2,1950,41.88530002,-87.64280847,41.89250778,-87.62621491,28,8,0.988172388,0.390469835,0.981047221,-1,7
3275,2,1953,41.85580617,-87.67469059,41.88600579,-87.67187394,31,28,2.091621001,0.35001939,0.609526189,-1,-1
3276,2,1956,41.83908691,-87.71400381,41.83511799,-87.61867777,30,35,4.914816853,0.35001939,0.526038568,-1,-1
3277,2,1957,41.92757985,-87.78800882,41.88099447,-87.63274649,19,32,8.608532906,0.54414948,0.981047221,-1,0
3278,2,1958,41.76157791,-87.57278199,41.82371281,-87.60235044,43,36,4.555312033,0.35001939,0.556954171,-1,-1
3279,2,1958,41.91461629,-87.63171737,41.89321636,-87.63784421,7,8,1.511789402,0.579180999,0.981047221,-1,38
3280,2,1959,41.87886558,-87.62519214,41.86019002,-87.7172201,32,29,4.907655227,0.47496379,0.981047221,-1,31
3281,2,1962,41.70658788,-87.62336651,41.74124273,-87.5514282,49,46,4.415377349,0.540403263,0.981047221,-1,14
3282,2,1964,42.00131325,-87.6841982,41.94287254,-87.70133029,2,21,4.132660605,0.35001939,0.678773415,-1,-1
3283,2,1966,41.92558809,-87.79760068,41.86790242,-87.64295867,18,28,8.896006063,0.35001939,0.812345778,-1,-1
3284,2,1970,41.77364128,-87.6932651,41.9049353,-87.64990723,66,8,9.342075467,0.689295914,0.981047221,-1,17
3285,2,1972,41.78310072,-87.6084265,41.76064104,-87.58118556,42,43,2.092507421,0.59346863,0.981047221,44.81535157,-1
3286,2,1973,42.01604649,-87.67333378,41.89197151,-87.61294541,1,8,9.117054625,0.35001939,0.627453959,-1,-1
3287,2,1974,41.89967018,-87.6698378,41.87925508,-87.642649,24,28,1.986294517,0.430352681,0.981047221,-1,44
3288,2,1975,41.94248816,-87.74715432,41.88498719,-87.62099291,15,32,7.606683405,0.35001939,0.674463678,-1,-1
3289,2,1976,41.68131478,-87.65175306,41.78310072,-87.6084265,53,42,7.379036184,0.708932054,0.981047221,-1,0
3290,2,1977,41.91574119,-87.69225633,41.88099447,-87.63274649,22,32,3.889769728,0.35001939,0.57750375,-1,-1
3291,2,1979,41.86019002,-87.7172201,41.95358213,-87.72345239,29,16,6.460733132,0.623234048,0.981047221,-1,0
3292,2,1982,41.9049353,-87.64990723,41.88498719,-87.62099291,8,32,2.027588349,0.35001939,0.462493233,-1,-1
3293,2,1983,41.81294894,-87.61785968,41.74575771,-87.7083657,38,70,6.580147131,0.35001939,0.553857472,-1,-1
3294,2,1984,42.00962288,-87.67016686,41.90120699,-87.67635599,1,24,7.497571668,0.605938552,0.981047221,-1,9
3295,2,1987,41.87925508,-87.642649,41.9049353,-87.64990723,28,8,1.813181058,0.442863109,0.981047221,-1,0
3296,2,1990,41.76157791,-87.57278199,41.92726096,-87.76550161,43,19,15.14748535,0.523722434,0.981047221,-1,0
3297,2,1991,41.74420515,-87.65630599,41.77184852,-87.69566634,71,66,2.786314343,0.35001939,0.641821713,-1,-1
3298,2,1991,41.92187746,-87.66407824,41.88528132,-87.6572332,7,28,2.552935988,0.35001939,0.539537896,-1,-1
3299,2,1992,41.73351033,-87.66728026,41.74248757,-87.6300449,71,44,2.017471044,0.35001939,0.624795097,-1,-1
3300,2,1993,41.95815488,-87.65302179,41.9049353,-87.64990723,3,8,3.680605766,0.533909038,0.981047221,-1,0
3301,2,1996,41.94315509,-87.64069808,41.88498719,-87.62099291,6,32,4.144754906,0.442506344,0.981047221,-1,0
3302,2,1996,41.9000696,-87.72091824,41.87400538,-87.66351755,23,28,3.458416704,0.638851274,0.981047221,-1,34
3303,2,1998,41.77719625,-87.64249753,41.89060885,-87.75604671,68,25,9.776204331,0.727850834,0.981047221,-1,51
3304,2,1998,41.9147473,-87.65400703,41.89503345,-87.61971067,7,8,2.228381028,0.390231652,0.981047221,-1,0
3305,2,2001,41.76161287,-87.64920883,41.76866726,-87.62898331,68,69,1.150663397,0.581891698,0.981047221,186.6653212,-1
3306,2,2003,41.7632468,-87.61613411,41.81294894,-87.61785968,69,38,3.435241242,0.647387994,0.981047221,-1,51
3307,2,2004,41.91166659,-87.733951,41.93740179,-87.7223303,23,21,1.875801499,0.35001939,0.62954711,-1,-1
3308,2,2011,41.87925508,-87.642649,41.92187746,-87.66407824,28,7,3.144370073,0.434809542,0.981047221,-1,17
3309,2,2015,41.88099447,-87.63274649,41.75467933,-87.61984499,32,69,8.752792989,0.35001939,0.567219416,-1,-1
3310,2,2015,41.89503345,-87.61971067,41.88099447,-87.63274649,8,32,1.179193788,0.467117159,0.981047221,2.970381193,-1
3311,2,2016,41.74194286,-87.57908882,41.90026569,-87.63210922,45,8,11.27458646,0.35001939,0.775512315,-1,-1
3312,2,2017,41.82016661,-87.62149921,41.88498719,-87.62099291,38,32,4.478751712,0.564113692,0.981047221,-1,17
3313,2,2018,41.9442266,-87.65599818,41.87886558,-87.62519214,6,32,4.785747923,0.484597034,0.981047221,-1,0
3314,2,2024,41.80400278,-87.74061325,41.83496233,-87.62515413,56,35,6.3183193,0.603557434,0.981047221,-1,0
3315,2,2025,41.83511799,-87.61867777,41.77887686,-87.59492544,35,42,4.073891291,0.507492262,0.981047221,-1,11
3316,2,2028,41.89265811,-87.65253448,41.8979839,-87.64149153,24,8,0.676736116,0.368639692,0.981047221,-1,0
3317,2,2030,41.90056038,-87.69419737,41.89503345,-87.61971067,24,8,3.849748502,0.479315697,0.981047221,-1,0
3318,2,2030,41.93476246,-87.63985386,41.88099447,-87.63274649,6,32,3.732947122,0.53754143,0.981047221,-1,62
3319,2,2032,41.94779159,-87.68383494,41.87886558,-87.62519214,5,32,5.636596241,0.35001939,0.662121215,-1,-1
3320,2,2033,41.90120699,-87.67635599,41.94779159,-87.68383494,24,5,3.241570111,0.350768164,0.981047221,-1,17
3321,2,2034,41.86342268,-87.65375662,41.88099447,-87.63274649,28,32,1.625576199,0.473264157,0.981047221,-1,0
3322,2,2035,41.92558809,-87.79760068,41.92757985,-87.78800882,18,19,0.511920147,0.35001939,0.672582043,-1,-1
3323,2,2036,41.8059117,-87.58747926,41.79796521,-87.58960703,39,41,0.559880997,0.605226887,0.981047221,-1,0
3324,2,2042,41.83615015,-87.64878795,41.74420515,-87.65630599,60,71,6.36458967,0.35001939,0.696325844,-1,-1
3325,2,2046,41.77719625,-87.64249753,41.74420515,-87.65630599,68,71,2.387981968,0.35001939,0.631967472,-1,-1
3326,2,2046,41.78599852,-87.75093429,41.85934972,-87.61735801,56,33,8.543348945,0.35001939,0.616885536,-1,-1
3327,2,2046,41.91600527,-87.67509512,41.88099447,-87.63274649,22,32,3.254988967,0.35001939,0.583413348,-1,-1
3328,2,2046,42.00962288,-87.67016686,41.9867118,-87.66341641,1,76,1.620509486,0.35001939,0.735595828,-1,-1
3329,2,2049,41.74124273,-87.5514282,41.83908691,-87.71400381,46,30,10.76317096,0.604377616,0.981047221,-1,0
3330,2,2050,41.77643078,-87.63763539,41.94148823,-87.67110766,68,6,11.53372988,0.692712078,0.981047221,-1,0
3331,2,2051,41.86019002,-87.7172201,41.83908691,-87.71400381,29,30,1.467452659,0.691502497,0.981047221,-1,23
3332,2,2053,41.76924506,-87.62017764,41.74248757,-87.6300449,69,44,1.917445616,0.35001939,0.511290268,-1,-1
3333,2,2053,41.89967018,-87.6698378,41.90749193,-87.63576009,24,8,1.833857024,0.456348491,0.981047221,-1,30
3334,2,2053,41.87859436,-87.73023243,41.9000696,-87.72091824,26,23,1.559222744,0.35001939,0.710523086,-1,-1
3335,2,2054,41.77887686,-87.59492544,41.87400538,-87.66351755,42,28,7.461429859,0.575163857,0.981047221,-1,0
3336,2,2055,41.9386662,-87.71121059,41.97517094,-87.68751552,21,4,2.800703965,0.35001939,0.605238525,-1,-1
3337,2,2058,41.79782702,-87.60374577,41.89833179,-87.62076287,41,8,6.99923455,0.35001939,0.662307612,-1,-1
3338,2,2060,41.81294894,-87.61785968,41.87886558,-87.62519214,38,32,4.570016749,0.491048226,0.981047221,-1,44
3339,2,2061,41.74124273,-87.5514282,41.77887686,-87.59492544,46,42,3.433250215,0.35001939,0.619058201,-1,-1
3340,2,2061,41.89250778,-87.62621491,41.88099447,-87.63274649,8,32,0.863531241,0.35001939,0.462741251,-1,-1
3341,2,2063,41.87168947,-87.65409265,41.92861905,-87.68536202,28,22,4.249475707,0.433330669,0.981047221,-1,23
3342,2,2063,41.76969047,-87.58134951,41.77643078,-87.63763539,43,68,2.937514141,0.632477844,0.981047221,-1,58
3343,2,2064,41.9850151,-87.80453201,41.95402765,-87.76339903,10,15,3.008147623,0.35001939,0.804436548,-1,-1
3344,2,2064,41.9442266,-87.65599818,41.96581197,-87.65587879,6,3,1.491419547,0.35001939,0.596735856,-1,-1
3345,2,2064,41.83908691,-87.71400381,41.81087901,-87.72636332,30,57,2.050238249,0.35001939,0.603565305,-1,-1
3346,2,2070,41.97203567,-87.6860999,41.89967018,-87.6698378,4,24,5.069361321,0.35001939,0.589918232,-1,-1
3347,2,2073,41.66013605,-87.60284764,41.79543063,-87.69643523,54,63,10.52015353,0.845399785,0.981047221,10.20325363,-1
3348,2,2074,41.88379349,-87.76009805,41.80592497,-87.60405862,25,39,9.667090309,0.636605668,0.981047221,-1,0
3349,2,2080,41.88099447,-87.63274649,41.89503345,-87.61971067,32,8,1.179193788,0.565124572,0.981047221,-1,91
3350,2,2080,41.81380634,-87.62376805,41.84414496,-87.68299621,38,31,3.700319735,0.35001939,0.638639405,-1,-1
3351,2,2082,41.85026637,-87.66756931,41.80901825,-87.6591666,31,61,2.882619159,0.622229424,0.981047221,15.33761492,-1
3352,2,2083,41.88476778,-87.68414745,41.89250778,-87.62621491,28,8,3.027436406,0.540829777,0.981047221,-1,0
3353,2,2086,41.6738199,-87.63573978,41.71749304,-87.64889507,53,73,3.092910392,0.35001939,0.677388715,-1,-1
3354,2,2086,41.87886558,-87.62519214,41.95358213,-87.72345239,32,16,7.223071659,0.579300684,0.981047221,-1,0
3355,2,2090,41.97153938,-87.7389372,41.95585926,-87.79481699,14,17,3.068484276,0.701704967,0.981047221,-1,0
3356,2,2092,41.89742577,-87.6993744,41.92045151,-87.67995477,24,22,1.878340032,0.474582347,0.981047221,-1,49
3357,2,2092,41.92177836,-87.64145976,41.88528132,-87.6572332,7,28,2.648950432,0.428345652,0.981047221,-1,0
3358,2,2100,41.89092203,-87.61886835,41.87925508,-87.642649,8,28,1.464977945,0.488297685,0.981047221,-1,11
3359,2,2101,41.74420515,-87.65630599,41.80901825,-87.6591666,71,61,4.480584053,0.35001939,0.61167389,-1,-1
3360,2,2103,41.66375973,-87.63730409,41.84743155,-87.66352869,53,31,12.76229705,0.35001939,0.615787332,-1,-1
3361,2,2104,41.91461629,-87.63171737,41.86790242,-87.64295867,7,28,3.278999184,0.35001939,0.387206968,-1,-1
3362,2,2104,41.86790242,-87.64295867,41.87740612,-87.62197165,28,32,1.263750898,0.432713102,0.981047221,-1,0
3363,2,2111,41.92907766,-87.64629348,41.87925508,-87.642649,7,28,3.447509578,0.521763,0.981047221,-1,0
3364,2,2112,41.87859436,-87.73023243,41.89960211,-87.63330804,26,8,5.192388637,0.35001939,0.72348181,-1,-1
3365,2,2116,41.70658788,-87.62336651,41.74419953,-87.58634832,49,45,3.224493128,0.35001939,0.693424074,-1,-1
3366,2,2116,41.89253687,-87.65986432,41.89207263,-87.62887416,24,8,1.594246659,0.35001939,0.371760497,-1,-1
3367,2,2117,41.7643597,-87.57134203,41.89830587,-87.65361398,43,24,10.1779735,0.35001939,0.478712086,-1,-1
3368,2,2118,41.97985531,-87.69409602,41.92927253,-87.67380724,4,7,3.647107175,0.35001939,0.720931762,-1,-1
3369,2,2119,41.92208254,-87.63415609,41.88528132,-87.6572332,7,28,2.80601801,0.444016334,0.981047221,-1,20
3370,2,2120,41.87168947,-87.65409265,41.78599852,-87.75093429,28,56,7.740341293,0.43997416,0.981047221,-1,4
3371,2,2121,41.74688325,-87.57260731,41.77695067,-87.59630321,46,42,2.409828349,0.547353,0.981047221,-1,0
3372,2,2122,41.76170238,-87.62987174,41.74096016,-87.60976214,69,44,1.768734681,0.508633222,0.981047221,185.6952469,-1
3373,2,2124,41.9867118,-87.66341641,41.79235722,-87.61793138,76,40,13.63089655,0.565912249,0.981047221,-1,0
3374,2,2127,41.6673653,-87.60531628,41.74248757,-87.6300449,54,44,5.344900602,0.35001939,0.689948421,-1,-1
3375,2,2128,41.79213608,-87.61093935,41.88099447,-87.63274649,40,32,6.241316595,0.35001939,0.603995351,-1,-1
3376,2,2129,41.8059117,-87.58747926,41.84201118,-87.62203646,39,35,3.063835001,0.662732183,0.981047221,-1,0
3377,2,2131,41.8789145,-87.70589713,41.87400538,-87.66351755,27,28,2.206485482,0.35001939,0.691092633,-1,-1
3378,2,2133,41.89060885,-87.75604671,41.83908691,-87.71400381,25,30,4.165618043,0.651756394,0.981047221,104.5594724,-1
3379,2,2136,41.82778876,-87.61418703,41.91458571,-87.64596621,35,7,6.215991964,0.35001939,0.548548888,-1,-1
3380,2,2139,41.92926299,-87.63589095,41.88099447,-87.63274649,7,32,3.338954677,0.528791762,0.981047221,-1,0
3381,2,2140,41.87886558,-87.62519214,41.74420515,-87.65630599,32,71,9.441111925,0.553907764,0.981047221,-1,2
3382,2,2141,41.91292537,-87.7753675,41.93465916,-87.64672973,25,6,6.781346171,0.479726982,0.981047221,-1,0
3383,2,2142,41.95358213,-87.72345239,41.9442266,-87.65599818,16,6,3.52606801,0.533338077,0.981047221,50.98381525,-1
3384,2,2142,41.90663854,-87.68957983,41.87740612,-87.62197165,24,32,4.021346912,0.399327487,0.981047221,-1,0
3385,2,2143,41.70658788,-87.62336651,41.6738199,-87.63573978,49,53,2.352337705,0.35001939,0.723607906,-1,-1
3386,2,2144,41.82708791,-87.64862682,41.89321636,-87.63784421,60,8,4.602608498,0.35001939,0.638761366,-1,-1
3387,2,2145,41.86019002,-87.7172201,41.87859436,-87.73023243,29,26,1.437098605,0.545875726,0.981047221,225.7077995,-1
3388,2,2147,41.8059117,-87.58747926,41.86790242,-87.64295867,39,28,5.147997211,0.641157669,0.981047221,-1,3
3389,2,2150,41.8759663,-87.6937939,41.85633322,-87.65956424,27,31,2.223102382,0.35001939,0.660902237,-1,-1
3390,2,2150,41.85934972,-87.61735801,41.88099447,-87.63274649,33,32,1.692165567,0.488684402,0.981047221,-1,0
3391,2,2151,41.88476778,-87.68414745,41.89197151,-87.61294541,28,8,3.696042791,0.35001939,0.457911067,-1,-1
3392,2,2153,41.8759663,-87.6937939,41.87740612,-87.62197165,27,32,3.696292065,0.683378607,0.981047221,-1,15
3393,2,2155,41.8979839,-87.64149153,41.88498719,-87.62099291,8,32,1.384911136,0.35001939,0.365704583,-1,-1
3394,2,2155,41.80851151,-87.61399945,41.87925508,-87.642649,38,28,5.105518836,0.35001939,0.648255773,-1,-1
3395,2,2158,41.85934972,-87.61735801,41.82740025,-87.62408895,33,35,2.234520097,0.35001939,0.666200029,-1,-1
3396,2,2159,41.97270955,-87.65734111,41.93839126,-87.63857492,3,6,2.55972926,0.659953362,0.981047221,2.814087883,-1
3397,2,2159,41.77592883,-87.66659627,41.85026637,-87.66756931,67,31,5.136479188,0.35001939,0.560733691,-1,-1
3398,2,2162,41.76157791,-87.57278199,41.82371281,-87.60235044,43,36,4.555312033,0.35001939,0.577521786,-1,-1
3399,2,2163,41.91549621,-87.71019563,41.9119723,-87.68364292,22,24,1.386774724,0.35001939,0.56215734,-1,-1
3400,2,2163,41.85633322,-87.65956424,41.8474342,-87.72194449,31,30,3.268795939,0.35001939,0.623487258,-1,-1
3401,2,2164,41.9000696,-87.72091824,41.8789145,-87.70589713,23,27,1.653312807,0.504869256,0.981047221,38.73922552,-1
3402,2,2164,41.91461629,-87.63171737,41.88528132,-87.6572332,7,28,2.41454227,0.35001939,0.550203777,-1,-1
3403,2,2168,41.86128085,-87.63058006,41.89207263,-87.62887416,33,8,2.129319278,0.535629636,0.981047221,-1,0
3404,2,2170,41.75517438,-87.65140913,41.75443417,-87.63218455,71,69,0.992226697,0.623728617,0.981047221,-1,22
3405,2,2170,41.82740025,-87.62408895,41.80165437,-87.64050798,35,61,1.969586695,0.603789622,0.981047221,184.7359792,-1
3406,2,2170,41.76157791,-87.57278199,41.74020576,-87.61596952,43,44,2.671417185,0.61989092,0.981047221,0.823141876,-1
3407,2,2171,41.84466078,-87.64907224,41.89833179,-87.62076287,60,8,3.984097711,0.55931089,0.981047221,-1,0
3408,2,2171,41.87859436,-87.73023243,41.9000696,-87.72091824,26,23,1.559222744,0.35001939,0.669293078,-1,-1
3409,2,2174,41.94155583,-87.66628889,41.87925508,-87.642649,6,28,4.472901878,0.461121915,0.981047221,-1,5
3410,2,2176,41.87864409,-87.68513183,41.88099447,-87.63274649,28,32,2.699762403,0.35001939,0.5852769,-1,-1
3411,2,2177,42.00087483,-87.7018029,41.88099447,-87.63274649,2,32,9.01128019,0.35001939,0.665687422,-1,-1
3412,2,2178,41.89235505,-87.67450679,41.8979839,-87.64149153,24,8,1.741974945,0.35001939,0.432934603,-1,-1
3413,2,2179,41.87906699,-87.65700503,41.88099447,-87.63274649,28,32,1.255020584,0.561441987,0.981047221,-1,0
3414,2,2180,41.80901825,-87.6591666,41.79543063,-87.69643523,61,63,2.136828062,0.673117683,0.981047221,-1,109
3415,2,2183,41.88528132,-87.6572332,41.88099447,-87.63274649,28,32,1.293967129,0.571362936,0.981047221,-1,6
3416,2,2184,41.91461629,-87.63171737,41.93505815,-87.73762,7,20,5.624367848,0.421371799,0.981047221,41.94279796,-1
3417,2,2185,41.84083296,-87.70737123,41.81622348,-87.65169295,30,61,3.332931247,0.35001939,0.557934691,-1,-1
3418,2,2188,41.70658788,-87.62336651,41.71749304,-87.64889507,49,73,1.517057281,0.35001939,0.546030895,-1,-1
3419,2,2189,41.90665077,-87.66533766,41.88498719,-87.62099291,24,32,2.72798227,0.413735226,0.981047221,-1,0
3420,2,2192,41.75517438,-87.65140913,41.74248757,-87.6300449,71,44,1.407564438,0.581508863,0.981047221,-1,0
3421,2,2192,41.71781742,-87.65251802,41.72758495,-87.62956632,73,49,1.362491749,0.683578688,0.981047221,145.1767502,-1
3422,2,2192,41.74753426,-87.67076974,41.74248757,-87.6300449,71,44,2.128193284,0.599575128,0.981047221,-1,9
3423,2,2192,41.86342268,-87.65375662,41.87740612,-87.62197165,28,32,1.899443639,0.529147346,0.981047221,-1,1
3424,2,2193,41.87906699,-87.65700503,41.88099447,-87.63274649,28,32,1.255020584,0.439458257,0.981047221,-1,0
3425,2,2195,41.89830587,-87.65361398,41.89204214,-87.63186395,24,8,1.199425198,0.384750364,0.981047221,-1,17
3426,2,2195,41.76157791,-87.57278199,41.74420515,-87.65630599,43,71,4.469473458,0.540311611,0.981047221,-1,49
3427,2,2195,41.92268628,-87.64948873,41.87400538,-87.66351755,7,28,3.440038646,0.474665947,0.981047221,-1,15
3428,2,2201,41.92208254,-87.63415609,41.88099447,-87.63274649,7,32,2.839840624,0.35001939,0.471474974,-1,-1
3429,2,2201,41.74753426,-87.67076974,41.74248757,-87.6300449,71,44,2.128193284,0.687985077,0.981047221,-1,0
3430,2,2209,41.87400538,-87.66351755,41.9000696,-87.72091824,28,23,3.458416704,0.439526954,0.981047221,125.4910163,-1
3431,2,2210,41.89204214,-87.63186395,41.8382958,-87.69675634,8,30,4.993938368,0.420408681,0.981047221,-1,0
3432,2,2211,41.79543063,-87.69643523,41.81736621,-87.6988608,63,58,1.520743605,0.594417862,0.981047221,-1,45
3433,2,2212,41.92926299,-87.63589095,41.88498719,-87.62099291,7,32,3.153628326,0.461434262,0.981047221,-1,0
3434,2,2213,41.80592497,-87.60405862,41.80026009,-87.61757617,39,40,0.798700428,0.577876098,0.981047221,70.96704717,-1
3435,2,2215,41.80122684,-87.58530316,41.89503345,-87.61971067,41,8,6.718997729,0.627212511,0.981047221,-1,18
3436,2,2217,41.90602597,-87.67531162,41.89833179,-87.62076287,24,8,2.855114367,0.35001939,0.405812016,-1,-1
3437,2,2222,41.70283387,-87.68910702,41.71796368,-87.62835725,72,49,3.303216493,0.35001939,0.745349922,-1,-1
3438,2,2222,41.77592883,-87.66659627,41.77887686,-87.59492544,67,42,3.698498667,0.35001939,0.681070449,-1,-1
3439,2,2222,41.89204214,-87.63186395,41.88099447,-87.63274649,8,32,0.764669702,0.35001939,0.532035742,-1,-1
3440,2,2226,41.91529084,-87.73228692,41.93574506,-87.73030176,20,21,1.416931865,0.35001939,0.584446964,-1,-1
3441,2,2227,41.77695067,-87.59630321,41.72845603,-87.57563713,42,48,3.515916279,0.35001939,0.536362814,-1,-1
3442,2,2228,41.91461629,-87.63171737,41.88498719,-87.62099291,7,32,2.120167683,0.413671589,0.981047221,-1,15
3443,2,2228,41.72967642,-87.57271713,41.74020576,-87.61596952,48,44,2.345747986,0.35001939,0.752022117,-1,-1
3444,2,2229,42.01569675,-87.69966304,42.01604649,-87.67333378,2,1,1.351792099,0.35001939,0.545588255,-1,-1
3445,2,2229,41.92558809,-87.79760068,41.96217863,-87.64537876,18,3,8.221312412,0.768985691,0.981047221,-1,12
3446,2,2233,41.80851151,-87.61399945,41.85934972,-87.61735801,38,33,3.516837931,0.511714697,0.981047221,-1,0
3447,2,2239,41.9002213,-87.62910519,41.88099447,-87.63274649,8,32,1.341584502,0.35001939,0.513551439,-1,-1
3448,2,2239,41.85934972,-87.61735801,41.88099447,-87.63274649,33,32,1.692165567,0.35001939,0.543247796,-1,-1
3449,2,2241,41.76224665,-87.73205903,41.94481375,-87.69077501,65,5,12.79186589,0.723184373,0.981047221,-1,0
3450,2,2243,41.97259777,-87.72378197,41.89092203,-87.61886835,14,8,7.805616849,0.562573543,0.981047221,-1,0
3451,2,2244,41.76424346,-87.58127102,41.77643078,-87.63763539,43,68,3.024130899,0.525676179,0.981047221,-1,0
3452,2,2244,41.90585777,-87.63086503,41.87925508,-87.642649,8,28,1.935417855,0.409448289,0.981047221,-1,6
3453,2,2250,41.9049353,-87.64990723,41.88498719,-87.62099291,8,32,2.027588349,0.477015987,0.981047221,-1,0
3454,2,2251,41.8789145,-87.70589713,41.87400538,-87.66351755,27,28,2.206485482,0.35001939,0.664809115,-1,-1
3455,2,2254,41.92975905,-87.72426709,41.89942225,-87.68449012,22,24,2.928503829,0.35001939,0.589695079,-1,-1
3456,2,2256,41.7539859,-87.67098986,41.87738347,-87.68065412,71,28,8.54047176,0.541940521,0.981047221,-1,0
3457,2,2257,41.79409025,-87.59231086,41.77184852,-87.69566634,41,66,5.542310059,0.35001939,0.664213053,-1,-1
3458,2,2257,41.89321636,-87.63784421,41.87906699,-87.65700503,8,28,1.388221718,0.49238788,0.981047221,-1,5
3459,2,2257,41.90663854,-87.68957983,41.92112591,-87.69975441,24,22,1.129439962,0.461647803,0.981047221,50.16733668,-1
3460,2,2258,41.83293718,-87.65358342,41.83496233,-87.62515413,60,35,1.470218943,0.35001939,0.630410517,-1,-1
3461,2,2259,41.8789145,-87.70589713,41.87400538,-87.66351755,27,28,2.206485482,0.546632031,0.981047221,-1,0
3462,2,2259,41.8789145,-87.70589713,41.87400538,-87.66351755,27,28,2.206485482,0.558008173,0.981047221,-1,0
3463,2,2259,41.99393013,-87.75835359,42.00157103,-87.69501259,12,2,3.295016784,0.35001939,0.776565804,-1,-1
3464,2,2260,41.89830587,-87.65361398,41.88498719,-87.62099291,24,32,1.913615038,0.492413158,0.981047221,-1,1
3465,2,2261,41.9000696,-87.72091824,41.87886558,-87.62519214,23,32,5.137063111,0.519278283,0.981047221,-1,0
3466,2,2262,41.9289459,-87.66089257,41.88528132,-87.6572332,7,28,3.022797897,0.464845488,0.981047221,-1,0
3467,2,2262,41.92785319,-87.73562595,41.93367599,-87.71235748,20,21,1.261902896,0.35001939,0.659616791,-1,-1
3468,2,2262,42.00476456,-87.65912243,41.9049353,-87.64990723,1,8,6.913778185,0.35001939,0.728964685,-1,-1
3469,2,2263,41.84207612,-87.63397342,41.87400538,-87.66351755,34,28,2.679252762,0.56807543,0.981047221,-1,3
3470,2,2264,41.78599852,-87.75093429,41.88099447,-87.63274649,56,32,8.949879725,0.35001939,0.707757038,-1,-1
3471,2,2266,41.85101782,-87.63509186,41.86790242,-87.64295867,34,28,1.234856628,0.753868149,0.981047221,-1,0
3472,2,2266,41.78253236,-87.70804442,41.78237677,-87.71785546,66,65,0.505594722,0.578756553,0.981047221,52.19584419,-1
3473,2,2267,41.87400538,-87.66351755,41.9442266,-87.65599818,28,6,4.867205597,0.35001939,0.563625011,-1,-1
3474,2,2267,41.90741282,-87.64090152,41.91922505,-87.67144577,8,22,1.769881084,0.408060028,0.981047221,232.5766529,-1
3475,2,2268,41.8059117,-87.58747926,41.88099447,-87.63274649,39,32,5.686957307,0.65970652,0.981047221,-1,0
3476,2,2268,41.83511799,-87.61867777,41.85718386,-87.62033462,35,33,1.526989749,0.551801954,0.981047221,-1,0
3477,2,2272,41.72845603,-87.57563713,41.88530002,-87.64280847,48,28,11.37567327,0.35001939,0.73482231,-1,-1
3478,2,2275,41.93839126,-87.63857492,41.88099447,-87.63274649,6,32,3.977048169,0.450960815,0.981047221,-1,6
3479,2,2279,41.95358213,-87.72345239,41.9442266,-87.65599818,16,6,3.52606801,0.35001939,0.654774782,-1,-1
3480,2,2280,41.8346736,-87.61083474,41.87925508,-87.642649,35,28,3.488358197,0.35001939,0.489567453,-1,-1
3481,2,2281,41.9049353,-87.64990723,41.88099447,-87.63274649,8,32,1.874899555,0.4619373,0.981047221,-1,0
3482,2,2283,41.89204214,-87.63186395,41.88099447,-87.63274649,8,32,0.764669702,0.448865786,0.981047221,-1,8
3483,2,2283,41.89060885,-87.75604671,41.86019002,-87.7172201,25,29,2.899542607,0.637199669,0.981047221,-1,65
3484,2,2285,41.92434708,-87.73473975,41.92726096,-87.76550161,20,19,1.594116044,0.656321303,0.981047221,182.783897,-1
3485,2,2289,41.80891628,-87.59618334,41.79259236,-87.76961545,39,56,9.003866514,0.656851212,0.981047221,-1,0
3486,2,2291,41.90752007,-87.6266589,41.87925508,-87.642649,8,28,2.119025931,0.430058861,0.981047221,-1,0
3487,2,2292,41.8130463,-87.61871959,41.81617802,-87.67510206,38,61,2.911508468,0.35001939,0.532960137,-1,-1
3488,2,2296,41.92108458,-87.70464838,41.89250778,-87.62621491,22,8,4.490545354,0.35001939,0.578090777,-1,-1
3489,2,2296,41.90665077,-87.66533766,41.88530002,-87.64280847,24,28,1.875832666,0.433831873,0.981047221,-1,13
3490,2,2297,41.89060885,-87.75604671,41.9386662,-87.71121059,25,21,4.042225174,0.569111682,0.981047221,7.670468863,-1
3491,2,2297,41.87400538,-87.66351755,41.83511799,-87.61867777,28,35,3.541797444,0.501078056,0.981047221,-1,54
3492,2,2304,41.74420515,-87.65630599,41.80901825,-87.6591666,71,61,4.480584053,0.35001939,0.669204288,-1,-1
3493,2,2304,41.80414737,-87.73082849,41.86378712,-87.69251593,57,29,4.568413256,0.35001939,0.767530345,-1,-1
3494,2,2306,41.968069,-87.72155906,41.92276062,-87.69915534,14,22,3.335517192,0.614055411,0.981047221,-1,23
