rider_id,arrival_week,arrival_time,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_area,dropoff_area,solo_length,quoted_price,convert_or_not,waiting_time,matching_outcome
1281,1,2201.0,41.9336759885,-87.7123574755,41.9083786693,-87.6709450752,21,24,2.754593327895563,0.6390867649942098,1,0.0,1268.0
1282,1,2204.0,41.8950334495,-87.6197106717,42.0160105638,-87.680162272,8,1,8.917193837762959,0.4844822197867852,1,22.0,1295.0
1283,1,2206.0,41.946489764,-87.647113634,41.8809944707,-87.6327464887,6,32,4.58518943278393,0.4053039559050063,1,7.0,1287.0
1284,1,2206.0,41.8027552772,-87.6942058859,41.7764307773,-87.6376353868,63,68,3.435291245162392,0.6870513244502641,1,88.0,1336.0
1285,1,2210.0,41.9452823311,-87.6615450961,41.8983317935,-87.6207628651,6,8,3.8625201405374394,0.5042634781085774,0,,
1286,1,2212.0,41.7291990754,-87.5879864909,41.695652247,-87.6714064978,48,75,4.887233309028778,0.6614822700968358,0,,
1287,1,2213.0,41.9058577688,-87.6308650266,41.8853000224,-87.6428084655,8,28,1.547534610350067,0.3849793017963844,1,0.0,1283.0
1288,1,2216.0,41.8452133803,-87.7277626622,41.8932163595,-87.6378442095,30,8,5.692506365545315,0.535964283110166,1,0.0,1261.0
1289,1,2220.0,41.7771962546,-87.6424975271,41.7759288274,-87.6665962653,68,67,1.244803385976164,0.7009640710150198,0,,
1290,1,2221.0,41.7691898164,-87.6384969156,41.8067652712,-87.6089492784,68,38,3.009562087716719,0.7286300278610172,0,,
1291,1,2221.0,41.7971534246,-87.5823657023,41.8919715078,-87.6129454143,41,8,6.737732728741544,0.6948750249683264,0,,
1292,1,2223.0,41.9066839592,-87.7103539349,41.8925077809,-87.6262149064,23,8,4.436521438485725,0.5551879340745626,1,11.0,1303.0
1293,1,2225.0,41.6906333472,-87.5700582686,41.7412427285,-87.551428197,51,46,3.626384085963265,0.7777819459382728,0,,
1294,1,2225.0,41.7906684244,-87.6451004847,41.834480698,-87.6329596351,68,34,3.09103182706334,0.6414029881402862,1,7.0,1300.0
1295,1,2226.0,41.9346591566,-87.6467297286,41.9354389148,-87.693325868,6,21,2.3955912364908776,0.5669158195111875,1,0.0,1282.0
1296,1,2228.0,41.859349715,-87.6173580061,41.8925077809,-87.6262149064,33,8,2.3358771762474064,0.5767717602377812,1,0.0,1256.0
1297,1,2231.0,41.9424881553,-87.7471543225,41.8849871918,-87.6209929134,15,32,7.606683405353544,0.6760109296598807,0,,
1298,1,2231.0,41.8205743953,-87.6149864759,41.8932163595,-87.6378442095,38,8,5.15508086570282,0.6288316395048523,0,,
1299,1,2232.0,41.8679024175,-87.6429586652,41.8809944707,-87.6327464887,28,32,1.0460842126305716,0.4056604786206265,1,0.0,1278.0
1300,1,2232.0,41.7911260852,-87.6183216222,41.8809944707,-87.6327464887,40,32,6.253558307272051,0.6223340533681081,1,0.0,1294.0
1301,1,2232.0,41.8849871918,-87.6209929134,41.8919715078,-87.6129454143,32,8,0.6357791468951238,0.5294376093339309,1,75.0,1346.0
1302,1,2233.0,41.817397869,-87.6920317308,41.8716894745,-87.6540926517,58,28,4.229045411970669,0.6529734387337744,1,15.409169042201938,
1303,1,2234.0,41.9204515116,-87.6799547678,41.8809944707,-87.6327464887,22,32,3.650517051997827,0.6124058531274001,1,0.0,1292.0
1304,1,2235.0,41.8276131391,-87.6042416242,41.8809944707,-87.6327464887,36,32,3.96932554585882,0.6823910989993924,0,,
1305,1,2236.0,41.9798553089,-87.6940960217,42.0013159243,-87.6936374936,4,2,1.4829742617818682,0.6472078995883233,1,6.069669018764216,
1306,1,2236.0,41.8790669938,-87.657005027,41.8809944707,-87.6327464887,28,32,1.255020583869381,0.5437409487179198,0,,
1307,1,2239.0,41.9227606205,-87.6991553432,41.9442266014,-87.6559981815,22,6,2.668431047081594,0.5496610298170853,0,,
1308,1,2246.0,41.9528229157,-87.6532439924,41.8853000224,-87.6428084655,6,28,4.69613480039135,0.4824041415710752,1,10.0,1314.0
1309,1,2248.0,41.8601900192,-87.7172201,41.9012069941,-87.6763559892,29,24,3.528544737836905,0.6300652196460503,0,,
1310,1,2249.0,41.7772872248,-87.693341249,41.9067077917,-87.6846859492,66,24,8.953201157684806,0.6061023518108758,0,,
1311,1,2249.0,41.970288894,-87.759857019,41.9056934239,-87.7706325599,11,25,4.49735238066139,0.7102231208496245,0,,
1312,1,2252.0,41.7978270187,-87.6037457654,42.0062788614,-87.6676836101,41,1,14.77319972724939,0.602255753734427,0,,
1313,1,2255.0,41.8089162826,-87.5961833442,41.9477915865,-87.6838349425,39,5,10.602069068440878,0.5667888985394546,1,9.0,1320.0
1314,1,2256.0,41.8995065476,-87.6796002867,41.8920726347,-87.6288741572,24,8,2.6589476979754965,0.3937328060122336,1,0.0,1308.0
1315,1,2258.0,41.785998518,-87.7509342894,41.7979652088,-87.5896070309,56,41,8.351628642053615,0.727110500327288,0,,
1316,1,2259.0,41.8027552772,-87.6942058859,41.8049842842,-87.7191065101,63,57,1.291705228116455,0.6893038098159117,0,,
1317,1,2259.0,41.9012069941,-87.6763559892,41.8906088526,-87.7560467111,24,25,4.16342049273876,0.4699031981246844,1,100.525826677419,
1318,1,2260.0,41.9346504482,-87.6346478774,41.897983898,-87.6414915334,6,8,2.557734957044078,0.552958834424601,1,26.0,1330.0
1319,1,2263.0,41.8765928828,-87.7598126285,41.859349715,-87.6173580061,25,33,7.425885283868888,0.5781526823542883,1,8.0,1323.0
1320,1,2264.0,41.8420111804,-87.6220364612,41.8853000224,-87.6428084655,35,28,3.1762189619567835,0.5999370945239005,1,0.0,1313.0
1321,1,2264.0,41.7759288274,-87.6665962653,41.8129489392,-87.6178596758,67,38,3.584030083125261,0.723370133849969,0,,
1322,1,2267.0,41.9002212967,-87.6291051864,41.8853000224,-87.6428084655,8,28,1.24884896999061,0.5225233389010444,1,20.0,1331.0
1323,1,2271.0,41.8809944707,-87.6327464887,41.7904693995,-87.6012851221,32,41,6.460973794513097,0.4897293115013043,1,0.0,1319.0
1324,1,2273.0,41.8695838595,-87.6592046708,41.8809944707,-87.6327464887,28,32,1.573027535429259,0.4382413547847748,1,33.0,1342.0
1325,1,2273.0,41.8201978877,-87.6101001049,41.8704150003,-87.6750856208,38,28,4.819418662049704,0.4857010058883609,1,45.0,1351.0
1326,1,2277.0,41.8991556134,-87.6262105324,41.8852813201,-87.6572331997,8,28,1.8614214662155888,0.5457345610316694,0,,
1327,1,2281.0,41.96581197,-87.6558787862,41.9535821253,-87.7234523905,3,16,3.5732105099896545,0.5366130797320751,1,41.57537972495675,
1328,1,2285.0,41.7402057565,-87.6159695226,41.7174930361,-87.6488950721,44,73,2.3119699700235,0.6470523011857197,0,,
1329,1,2285.0,41.7615779081,-87.5727819867,41.7771962546,-87.6424975271,43,68,3.751158751184702,0.4824132297854924,0,,
1330,1,2286.0,41.9751709433,-87.6875155152,41.899602111,-87.6333080367,4,8,5.918141585001952,0.6107674884174037,1,0.0,1318.0
1331,1,2287.0,41.9383912577,-87.6385749205,41.8852813201,-87.6572331997,6,28,3.792881739485285,0.5041922167036809,1,0.0,1322.0
1332,1,2287.0,41.8390869059,-87.714003807,41.7718485152,-87.695666342,30,66,4.7407562293166485,0.5199584236659857,0,,
1333,1,2287.0,41.8351179863,-87.6186777673,41.7632467988,-87.6161341112,35,69,4.967554221188663,0.5376051605389449,0,,
1334,1,2291.0,41.8950334495,-87.6197106717,41.776910545,-87.6032571641,8,42,8.20534866313576,0.4575975440279362,0,,
1335,1,2294.0,41.9074128162,-87.6409015248,41.9218549112,-87.6462109769,8,7,1.0345210677199768,0.41784083697702,1,12.880099261719351,
1336,1,2294.0,41.7718485152,-87.695666342,41.7788768603,-87.5949254391,66,42,5.213570010809354,0.636482072225315,1,0.0,1284.0
1337,1,2295.0,41.9442266014,-87.6559981815,41.9540276487,-87.7633990316,6,15,5.560445346140885,0.5109810043884928,0,,
1338,1,2295.0,41.7696904664,-87.5813495087,41.8792550844,-87.642648998,43,28,8.201785070676591,0.5426091897473811,0,,
1339,1,2296.0,41.9535821253,-87.7234523905,41.9867117999,-87.6634164054,16,76,3.8407361992482127,0.6565058066202205,0,,
1340,1,2301.0,41.9386661962,-87.7112105933,41.96581197,-87.6558787862,21,3,3.406135893992578,0.6517801107995849,0,,
1341,1,2304.0,41.8441449609,-87.6829962096,41.8704150003,-87.6750856208,31,28,1.86017812397066,0.583351869874878,0,,
1342,1,2306.0,41.8790669938,-87.657005027,41.7905666284,-87.5940154442,28,41,6.921387438158051,0.4979118017598748,1,0.0,1324.0
1343,1,2306.0,41.9490605256,-87.6616429039,41.8792550844,-87.642648998,6,28,4.9209730969061045,0.4752433228025871,1,1.0,1345.0
1344,1,2307.0,41.7615779081,-87.5727819867,41.7632467988,-87.6161341112,43,69,2.237241747214385,0.5871095570734024,1,59.64236236206671,
1345,1,2307.0,41.9217781876,-87.6510618838,41.8852813201,-87.6572331997,7,28,2.541584469992634,0.5741969133216399,1,0.0,1343.0
1346,1,2307.0,41.8792550844,-87.642648998,41.8909220259,-87.6188683546,28,8,1.464977944666105,0.5049912549891946,1,0.0,1301.0
1347,1,2310.0,41.8920421365,-87.6318639497,41.8849871918,-87.6209929134,8,32,0.7418045389686792,0.5459180348718851,0,,
1348,1,2311.0,41.9357494591,-87.6809803011,41.8983317935,-87.6207628651,5,8,4.03347555877259,0.6128538440817742,1,6.0,1349.0
1349,1,2317.0,41.9425851797,-87.6566440918,41.8920421365,-87.6318639497,6,8,3.717329468725053,0.5515497325015093,1,0.0,1348.0
1350,1,2318.0,41.9284649843,-87.6950866748,42.004764559,-87.659122427,22,1,5.5861881193132445,0.42816612572992,1,75.59602086478526,
1351,1,2318.0,41.8416911186,-87.6125639471,41.8809944707,-87.6327464887,35,32,2.907421297344503,0.6127758078000972,1,0.0,1325.0
1352,1,2319.0,41.9292973683,-87.7980321814,41.9465114202,-87.8060200025,18,17,1.258239778830982,0.7517276860653624,0,,
1353,1,2319.0,41.8173662079,-87.6988607973,41.8502663663,-87.667569312,58,31,2.7860993795184803,0.5331753765922207,0,,
1354,1,2321.0,41.8129489392,-87.6178596758,41.794090253,-87.592310855,38,41,1.8518603177356232,0.5268189709565197,0,,
1355,1,2322.0,41.8924931672,-87.6647458359,41.8809944707,-87.6327464887,24,32,1.827684920070268,0.4571054665039623,1,23.0,1366.0
1356,1,2322.0,41.8847677845,-87.6841474493,41.7550627172,-87.6002973118,28,69,9.947593679102296,0.5392061256562624,1,2.0,1357.0
1357,1,2324.0,41.8351179863,-87.6186777673,41.794090253,-87.592310855,35,41,3.1431455110343456,0.470448999090505,1,0.0,1356.0
1358,1,2330.0,41.9210196071,-87.7103591445,41.9002656868,-87.6321092196,22,8,4.271383062286669,0.5304560387701039,1,11.0,1361.0
1359,1,2334.0,41.8174924901,-87.686845262,41.8792550844,-87.642648998,58,28,4.835799125999589,0.6923109811596713,0,,
1360,1,2340.0,41.8340973906,-87.6192895188,41.8809944707,-87.6327464887,35,32,3.313455103960273,0.5897470909756958,0,,
1361,1,2341.0,41.9094956686,-87.630963601,41.8853000224,-87.6428084655,8,28,1.7792893506760794,0.5362894029985822,1,0.0,1358.0
1362,1,2341.0,41.8129489392,-87.6178596758,41.8090182499,-87.6591665992,38,61,2.1445174974507943,0.4863252390029522,0,,
1363,1,2343.0,41.7828634535,-87.6205583422,41.8038507848,-87.6212199892,40,38,1.450486983985485,0.5702939225201173,0,,
1364,1,2344.0,41.9066507664,-87.6653376596,41.8792550844,-87.642648998,24,28,2.2236616593738683,0.5339865208512344,0,,
1365,1,2344.0,41.7470857284,-87.5573895394,41.7419428604,-87.5790888158,46,45,1.1737231951129177,0.6999539696596286,0,,
1366,1,2345.0,41.8996701799,-87.6698377982,41.897983898,-87.6414915334,24,8,1.4624395186508488,0.4700870888944197,1,0.0,1355.0
1367,1,2345.0,41.8792550844,-87.642648998,41.9218774613,-87.6640782395,28,7,3.1443700732327278,0.5522071787674141,1,29.0,1387.0
1368,1,2348.0,41.9002656868,-87.6321092196,41.8774061234,-87.6219716519,8,32,1.6632929434300536,0.5292086983150004,1,0.0,1369.0
1369,1,2348.0,41.9347624564,-87.6398538587,41.8809944707,-87.6327464887,6,32,3.732947122284777,0.598171410570565,1,0.0,1368.0
1370,1,2348.0,41.8909220259,-87.6188683546,41.8849871918,-87.6209929134,8,32,0.4243698212453452,0.5497041014179612,0,,
1371,1,2349.0,42.0096228806,-87.6701668569,41.96581197,-87.6558787862,1,3,3.114713851798885,0.5698854067368206,1,30.0,1394.0
1372,1,2349.0,41.9094956686,-87.630963601,41.8853000224,-87.6428084655,8,28,1.7792893506760794,0.3641084089487398,1,9.0,1378.0
1373,1,2350.0,41.6897299145,-87.6690544032,41.7065878819,-87.6233665115,75,49,2.6291006852316383,0.6386991008720246,0,,
1374,1,2350.0,41.7923572233,-87.6179313803,41.7442051463,-87.6563059862,40,71,3.870349651611946,0.5178813881799893,1,276.8553836346691,
1375,1,2351.0,41.968069,-87.7215590627,41.874005383,-87.6635175498,14,28,7.15143810136647,0.7271908445955851,0,,
1376,1,2351.0,41.856309817,-87.644209287,41.8809944707,-87.6327464887,31,32,1.804643920613656,0.4648446232914458,1,21.0,1384.0
1377,1,2352.0,41.795430631,-87.6964352325,41.7925923603,-87.7696154528,63,56,3.774778733150397,0.7197232952371699,0,,
1378,1,2358.0,41.8920726347,-87.6288741572,41.8853000224,-87.6428084655,8,28,0.8559604200667115,0.4870345993815399,1,0.0,1372.0
1379,1,2361.0,41.7268354017,-87.6578992921,41.7275849467,-87.6295663156,73,49,1.461934463496941,0.6545476134965836,0,,
1380,1,2362.0,41.7457577128,-87.7083657043,41.7795828877,-87.768510849,70,64,3.882053844039184,0.6585999962717156,0,,
1381,1,2362.0,41.8311571825,-87.638333371,41.8474315472,-87.6635286858,60,31,1.7165295503199467,0.5711074774134011,1,148.0,1474.0
1382,1,2367.0,41.9212731053,-87.6850821101,41.8809944707,-87.6327464887,22,32,3.871531218003339,0.4714131264694374,1,9.0,1388.0
1383,1,2371.0,41.8559343655,-87.668574537,41.8679024175,-87.6429586652,31,28,1.5560405249968912,0.6280948347397253,0,,
1384,1,2372.0,41.859349715,-87.6173580061,41.8809944707,-87.6327464887,33,32,1.6921655669011937,0.6251548790989738,1,0.0,1376.0
1385,1,2373.0,41.9002656868,-87.6321092196,41.8852813201,-87.6572331997,8,28,1.6557974448883834,0.3551851585568539,0,,
1386,1,2373.0,41.9770023043,-87.7619249793,41.9049353016,-87.6499072264,11,8,7.611669103358282,0.775304740649423,0,,
1387,1,2374.0,41.899602111,-87.6333080367,41.9477915865,-87.6838349425,8,5,4.222913293342506,0.4062602545073622,1,0.0,1367.0
1388,1,2376.0,41.9210845826,-87.704648384,41.8920726347,-87.6288741572,22,8,4.381828052850353,0.4264385872355797,1,0.0,1382.0
1389,1,2376.0,41.9217781876,-87.6510618838,41.8853000224,-87.6428084655,7,28,2.555887097568085,0.5639860388618589,0,,
1390,1,2377.0,41.7696904664,-87.5813495087,41.8679024175,-87.6429586652,43,28,7.490740935830219,0.6186881615909364,0,,
1391,1,2377.0,41.8416911186,-87.6125639471,41.8809944707,-87.6327464887,35,32,2.907421297344503,0.5257774958488522,1,1.0,1393.0
1392,1,2378.0,41.6637597312,-87.6373040854,41.7008887972,-87.600092686,53,50,3.2044094481266976,0.7224496375073423,0,,
1393,1,2378.0,41.8774061234,-87.6219716519,41.9066507664,-87.6653376596,32,24,3.00962468428837,0.5211686044405993,1,0.0,1391.0
1394,1,2379.0,41.9798553089,-87.6940960217,41.958055933,-87.6603894557,4,3,2.294973400273457,0.6301897887635293,1,0.0,1371.0
1395,1,2379.0,41.8108790078,-87.7263633246,41.8390869059,-87.714003807,57,30,2.05023824854939,0.8368881657001452,0,,
1396,1,2380.0,41.9160052737,-87.6750951155,41.8849871918,-87.6209929134,22,32,3.512012339646562,0.61602858238917,0,,
1397,1,2385.0,41.8162234797,-87.6516929533,41.8679024175,-87.6429586652,61,28,3.598867037604839,0.6313285209433785,0,,
1398,1,2394.0,41.8081895757,-87.6990971733,41.8786674201,-87.6716536214,58,28,5.070303557115212,0.722499103513585,1,24.0,1417.0
1399,1,2395.0,41.97153938,-87.7389372047,41.9558592583,-87.7948169935,14,17,3.0684842761100657,0.7104261287852929,0,,
1400,1,2395.0,41.8997373884,-87.6649539167,41.8792550844,-87.642648998,24,28,1.8218081966216244,0.4537455323188817,1,8.0,1408.0
1401,1,2395.0,41.8480722286,-87.71245035,41.8713514005,-87.6886749004,30,28,2.0208797151723634,0.5735174504194972,0,,
1402,1,2396.0,41.8710158803,-87.6314065252,41.8792550844,-87.642648998,32,28,0.8115486117508779,0.5983118556639219,1,5.483161208814636,
1403,1,2397.0,41.9000696026,-87.7209182385,41.9535821253,-87.7234523905,23,16,3.699657355325793,0.5768427349284108,1,107.54505213890798,
1404,1,2402.0,41.8679024175,-87.6429586652,41.8059116993,-87.5874792581,28,39,5.1479972106916,0.5066561290246425,0,,
1405,1,2402.0,41.8089162826,-87.5961833442,41.8173662079,-87.6988607973,39,58,5.319707228108826,0.6979862593779893,0,,
1406,1,2402.0,41.8789144956,-87.7058971305,41.9226862843,-87.6494887289,27,7,4.190674426044205,0.6834162599912937,0,,
1407,1,2403.0,41.8809944707,-87.6327464887,41.8853000224,-87.6428084655,32,28,0.596993445391089,0.5230962209987653,0,,
1408,1,2403.0,41.9075200747,-87.6266589003,41.8792550844,-87.642648998,8,28,2.1190259314994204,0.3677996441644756,1,0.0,1400.0
1409,1,2404.0,41.9146162864,-87.6317173661,41.8809944707,-87.6327464887,7,32,2.3236490590986465,0.4240307780556817,1,16.0,1418.0
1410,1,2406.0,41.8932163595,-87.6378442095,41.8852813201,-87.6572331997,8,28,1.1380542046285564,0.4553703751783668,1,2.407670316010808,
1411,1,2409.0,41.776910545,-87.6032571641,41.7905666284,-87.5940154442,42,41,1.0568755884275158,0.5833255036213716,1,5.0,1414.0
1412,1,2409.0,41.7402057565,-87.6159695226,41.7441995348,-87.5863483178,44,45,1.5518202480558425,0.6750645616258479,0,,
1413,1,2413.0,41.7925923603,-87.7696154528,41.8601900192,-87.7172201,56,29,5.393638282612649,0.7285960076373363,0,,
1414,1,2414.0,41.7788768603,-87.5949254391,41.7923572233,-87.6179313803,42,40,1.507420880140278,0.5354779695902697,1,0.0,1411.0
1415,1,2414.0,41.8059116993,-87.5874792581,41.8809944707,-87.6327464887,39,32,5.686957306566546,0.6719183741752432,0,,
1416,1,2415.0,41.7179636757,-87.6283572537,41.7764307773,-87.6376353868,49,68,4.067907272481019,0.7187625452653337,0,,
1417,1,2418.0,41.8563332167,-87.6595642391,41.8932163595,-87.6378442095,31,8,2.782610307672346,0.6377853613699564,1,0.0,1398.0
1418,1,2420.0,41.8909220259,-87.6188683546,41.8786674201,-87.6716536214,8,28,2.844191850480915,0.3575725175440861,1,0.0,1409.0
1419,1,2423.0,41.9027880476,-87.6261455896,41.859349715,-87.6173580061,8,33,3.035155919747337,0.3615167011216347,0,,
1420,1,2423.0,41.8932163595,-87.6378442095,41.8926581076,-87.6525344838,8,24,0.7565446290211756,0.3511594785835378,1,118.0402855525931,
1421,1,2424.0,41.8995897957,-87.6747191345,41.8809944707,-87.6327464887,24,32,2.512252028557507,0.4126752512310953,1,16.0,1427.0
1422,1,2427.0,41.813200941,-87.6042092221,41.8809944707,-87.6327464887,39,32,4.908976233521384,0.511044702542421,1,29.0,1436.0
1423,1,2431.0,41.8388061944,-87.7195241482,41.804147373,-87.7308284896,30,57,2.464420540060074,0.5577401870941089,0,,
1424,1,2432.0,41.7174930361,-87.6488950721,41.8129489392,-87.6178596758,73,38,6.786539517833498,0.6282394772062373,0,,
1425,1,2434.0,41.8849871918,-87.6209929134,41.8852813201,-87.6572331997,32,28,1.8642748516886785,0.6469763436947844,0,,
1426,1,2434.0,41.942859303,-87.717503858,41.9462945357,-87.6542980837,21,6,3.256875403913296,0.6114738044973557,1,53.0,1457.0
1427,1,2440.0,41.9363101308,-87.6515625922,41.8852813201,-87.6572331997,6,28,3.5377907537869584,0.459275028484266,1,0.0,1421.0
1428,1,2441.0,41.9347624564,-87.6398538587,41.8809944707,-87.6327464887,6,32,3.732947122284777,0.5042283790101909,1,5.0,1430.0
1429,1,2443.0,41.7396448282,-87.6485823365,41.7424875717,-87.6300448953,71,44,0.975669495275995,0.6339427249298272,0,,
1430,1,2446.0,42.0159343756,-87.6665362779,41.8991556134,-87.6262105324,1,8,8.330428770262683,0.564204674513487,1,0.0,1428.0
1431,1,2449.0,41.9063227109,-87.7215382944,41.8919715078,-87.6129454143,23,8,5.67202854081718,0.6373263816266217,1,4.0,1434.0
1432,1,2451.0,41.8713514005,-87.6886749004,41.8441449609,-87.6829962096,28,31,1.9023654642920045,0.5560027042574591,1,105.55904295078562,
1433,1,2452.0,41.8510178239,-87.6350918563,41.8849871918,-87.6209929134,34,32,2.4566111259166523,0.7258861519138856,0,,
1434,1,2453.0,41.8923550478,-87.674506788,41.8853000224,-87.6428084655,24,28,1.7017443738823272,0.5282403864824179,1,0.0,1431.0
1435,1,2456.0,41.7759288274,-87.6665962653,41.899602111,-87.6333080367,67,8,8.71513378647219,0.6136266493511522,0,,
1436,1,2456.0,41.7697847237,-87.5739519554,41.8140038222,-87.6116848803,43,38,3.621160190000185,0.5532481296733037,1,0.0,1422.0
1437,1,2460.0,41.8059116993,-87.5874792581,41.8809944707,-87.6327464887,39,32,5.686957306566546,0.5202213151892332,1,32.0,1461.0
1438,1,2461.0,41.8924331563,-87.6696239301,41.8809944707,-87.6327464887,24,32,2.0549531571262936,0.395300404486247,1,0.0,1439.0
1439,1,2461.0,41.9204515116,-87.6799547678,41.8849871918,-87.6209929134,22,32,3.898445006309815,0.6149094438546422,1,0.0,1438.0
1440,1,2464.0,41.9782942489,-87.7164304157,41.8809944707,-87.6327464887,13,32,7.98120235314193,0.701926513793747,0,,
1441,1,2465.0,41.9074919303,-87.6357600901,41.8852813201,-87.6572331997,8,28,1.890669523400123,0.5314792284481995,0,,
1442,1,2469.0,42.001571027,-87.6950125892,41.9751709433,-87.6875155152,2,4,1.8642633682511969,0.6808967572756622,0,,
1443,1,2470.0,41.755301636,-87.5711847386,41.7979652088,-87.5896070309,43,41,3.096837351461269,0.6489879894520787,1,278.0,1617.0
1444,1,2471.0,41.9850151008,-87.8045320063,42.0076125931,-87.8137810343,10,9,1.631973270957,0.6824962628881589,1,50.66548293094411,
1445,1,2471.0,41.8559343655,-87.668574537,41.8809944707,-87.6327464887,31,32,2.5290950671930887,0.6218356687002762,0,,
1446,1,2472.0,41.9477915865,-87.6838349425,41.874005383,-87.6635175498,5,28,5.204076160021447,0.6510515100926275,0,,
1447,1,2472.0,41.9383912577,-87.6385749205,41.8792550844,-87.642648998,6,28,4.091287242939058,0.4457529756837605,0,,
1448,1,2476.0,41.9424881553,-87.7471543225,42.0156967498,-87.6996630419,15,2,5.615686390278,0.6270438529560162,0,,
1449,1,2476.0,41.7929819032,-87.7242081939,41.9226862843,-87.6494887289,62,7,9.751792823615238,0.6340513977178566,1,16.0,1460.0
1450,1,2477.0,41.9504044107,-87.7020071282,41.9424881553,-87.7471543225,16,15,2.383697678484595,0.6061214214892254,0,,
1451,1,2479.0,41.794090253,-87.592310855,41.9477915865,-87.6838349425,41,5,11.616940170593322,0.5288820907690921,0,,
1452,1,2480.0,41.9272609555,-87.7655016086,41.9540276487,-87.7633990316,19,15,1.852556654751674,0.571085438096048,0,,
1453,1,2480.0,41.9216471318,-87.689951469,41.8920421365,-87.6318639497,22,8,3.620217152184489,0.4600846192933339,1,13.0,1462.0
1454,1,2483.0,41.922082541,-87.6341560931,41.8920421365,-87.6318639497,7,8,2.078938132394104,0.5252551283113408,0,,
1455,1,2487.0,41.7925923603,-87.7696154528,41.7457577128,-87.7083657043,56,70,4.520391654626272,0.6567161138330706,1,48.0,1493.0
1456,1,2487.0,41.9292725315,-87.6738072384,41.9504425991,-87.6835062305,7,5,1.5453183061277385,0.5617142868073464,0,,
1457,1,2487.0,41.9227606205,-87.6991553432,41.9442266014,-87.6559981815,22,6,2.668431047081594,0.4695721631438416,1,0.0,1426.0
1458,1,2487.0,41.8770442134,-87.7328887938,41.8916970451,-87.7021052472,26,23,1.8794773502415525,0.6737393613437825,0,,
1459,1,2488.0,41.9058577688,-87.6308650266,41.8983058696,-87.6536139825,8,24,1.2809622307193422,0.3568862530614191,0,,
1460,1,2492.0,41.8792550844,-87.642648998,41.9218774613,-87.6640782395,28,7,3.1443700732327278,0.4888532422154138,1,0.0,1449.0
1461,1,2492.0,41.8416911186,-87.6125639471,41.8932163595,-87.6378442095,35,8,3.790243469757804,0.63247577634277,1,0.0,1437.0
1462,1,2493.0,41.9002212967,-87.6291051864,41.8679024175,-87.6429586652,8,28,2.343974284199979,0.5468253087769834,1,0.0,1453.0
1463,1,2498.0,41.7174930361,-87.6488950721,41.8789144956,-87.7058971305,73,27,11.53315844289375,0.5590107750717836,0,,
1464,1,2498.0,41.8991556134,-87.6262105324,41.8792550844,-87.642648998,8,28,1.6141636549126863,0.400568296415363,1,2.0,1468.0
1465,1,2499.0,41.9362371791,-87.6564115308,41.8909220259,-87.6188683546,6,8,3.678202899182351,0.448397274065505,0,,
1466,1,2500.0,41.8853000224,-87.6428084655,41.8809944707,-87.6327464887,28,32,0.596993445391089,0.3951210688455521,0,,
1467,1,2500.0,41.8932163595,-87.6378442095,41.8809944707,-87.6327464887,8,32,0.8842258135030329,0.3520344912523551,0,,
1468,1,2500.0,41.897983898,-87.6414915334,41.8849871918,-87.6209929134,8,32,1.3849111361021522,0.4480390624488464,1,0.0,1464.0
1469,1,2501.0,41.8909220259,-87.6188683546,41.8849871918,-87.6209929134,8,32,0.4243698212453452,0.3590964291340588,1,18.103122013786106,
1470,1,2506.0,41.7493156702,-87.5466953298,41.7904478989,-87.5904311285,46,41,3.6271605733520618,0.6026185661693805,0,,
1471,1,2507.0,41.817397869,-87.6920317308,41.8441449609,-87.6829962096,58,31,1.905693542763594,0.6601069838217825,0,,
1472,1,2507.0,41.7828634535,-87.6205583422,41.8201666062,-87.621499206,40,38,2.5778579163615136,0.5738710383121808,0,,
1473,1,2509.0,41.941555829,-87.6662888874,41.8920421365,-87.6318639497,6,8,3.851790555010646,0.4575582802318103,0,,
1474,1,2510.0,41.7442051463,-87.6563059862,41.8789144956,-87.7058971305,71,27,9.65154229357519,0.6233804444487134,1,0.0,1381.0
1475,1,2510.0,41.7901713682,-87.6863834792,41.8048535215,-87.6769677545,63,61,1.1244167509256713,0.6274827454419281,0,,
1476,1,2510.0,41.8994222543,-87.684490122,41.8809944707,-87.6327464887,24,32,2.950312249299142,0.4906436267922802,1,12.0,1482.0
1477,1,2511.0,41.8601900192,-87.7172201,41.8785943576,-87.7302324284,29,26,1.437098605452536,0.5914990002499723,0,,
1478,1,2511.0,41.8710158803,-87.6314065252,41.8920421365,-87.6318639497,32,8,1.4529664941631624,0.5828827931612955,1,12.0,1484.0
1479,1,2513.0,41.968069,-87.7215590627,41.9540276487,-87.7633990316,14,15,2.3584321835019653,0.6035056994003258,0,,
1480,1,2515.0,41.7291990754,-87.5879864909,41.7555681774,-87.5836072899,48,43,1.8358659139195743,0.6727093692311017,1,76.39741593828239,
1481,1,2515.0,41.96581197,-87.6558787862,41.9867117999,-87.6634164054,3,76,1.4950442656606877,0.5159776827502203,1,34.62975567272042,
1482,1,2522.0,41.9290776551,-87.6462934762,41.8852813201,-87.6572331997,7,28,3.0778814153062486,0.5744657369597929,1,0.0,1476.0
1483,1,2523.0,41.8790669938,-87.657005027,41.8809944707,-87.6327464887,28,32,1.255020583869381,0.5465807192031589,1,37.0,1502.0
